Frequency Output,Frequency Input,FCC Callsign,County,State,Agency/Category,Description,Alpha Tag,PL Tone,Mode,Class Station Code,Tag
461.237500,466.23750,CFO588,Durham,ON,Attractions Canadian Tire Motorsport Park,CTMP OperationsSafety,CTMP TrackSafety,CC 15|TG 201|SL *,DMR,RM,Business
461.262500,0.00000, ,Halton,ON,  Roxul,Site 001 Milton, , ,DMR, ,TRS
461.312500,466.31250,CFF372,Toronto,ON,Business Construction,Stacey Electric ,StaceyElec ,167.9 PL,FM,RM,Business
461.650000,0.00000, ,Peel,ON,  Air Transat ,Site 001 Terminal 3, , ,DMR, ,TRS
461.662500,0.00000,,Halton,ON,Royal Botanical Gardens Operations,SecurityMain,RBG Main,136.5 PL,FMN,BM,Security
461.662500,0.00000,,Halton,ON,Royal Botanical Gardens Operations,Maintenance,RBG Maintnce,97.4 PL,FMN,BM,Business
461.662500,0.00000,,Halton,ON,Royal Botanical Gardens Operations,Events,RBG Events,146.2 PL,FMN,BM,Business
461.662500,0.00000, ,Toronto,ON,  Exhibition Place,Site 001 Exhibition Place, , ,LTR, ,TRS
461.687500,466.68750,VDS900,Durham,ON,Business Clarington,Student Transportation Services of Central Ontario,STSCO,,FMN,RM,Schools
461.737500,0.00000, ,Halton,ON,  Ford Motor Company Oakville ,Site 001 Oakville, , ,DMR, ,TRS
461.787500,0.00000, ,York,ON,  FleetConnect ,Site 013 King City, , ,DMR, ,TRS
461.837500,0.00000, ,Halton,ON,  Manheim Auto Auctions,Site 001 Milton, , ,DMR, ,TRS
461.862500,466.81250,VCL818,Toronto,ON,Business Airport Taxi and Limousine,Aircab,Aircab,167.9 PL,FMN,RM,Transportation
461.887500,0.00000,,Toronto,ON,Billy Bishop Toronto City Airport YTZ Operations,Toronto Port Authority  City Airport  Maintenance,TPA /BBTCA,136.5 PL,FM,BM,Business
461.987500,466.98750,CHD373,Toronto,ON,Education York University,Glendon Campus Security ,Glendon,146.2 PL,FM,RM,Security
462.037500,467.03750,CIM875,Peel,ON,Transportation Mississauga,Attridge Transportation,AttridgeBus,118.8 PL,FMN,RM,Transportation
462.137500,0.00000, ,Hamilton,ON,  McMaster University,Site 001 MAC, , ,DMR, ,TRS
462.162500,0.00000, ,Toronto,ON,  GOTRBO Network,Site 007 CN Tower, , ,DMR, ,TRS
462.237500,0.00000,,Durham,ON,Business Whitby,Atlantic Packaging,Atlantic Pkg,67.0 PL,FMN,BM,Business
462.237500,0.00000,,Toronto,ON,Attractions Exhibition Place,Medieval Times Dinner and Tournament,MT Tournament,,FMN,M,Business
462.237500,0.00000,,Durham,ON,Attractions Oshawa Ski Club,BrimacombeOshawa Ski Club Ch 3,OshawaSki 3,526 DPL,FMN,BM,Business
462.237500,467.23750,VBV568,Toronto,ON,Business Downtown,2 Bloor Street East,2 Bloor East,186.2 PL,FM,RM,Business
462.237500,467.23750,VFK814,Halton,ON,Oakville,Oakville Trafalgar Memorial Hospital ,OTMH,051 DPL,FM,RM,Hospital
462.237500,0.00000,,Peel,ON,Retail Bramalea,Bramalea City Centre  Security,BCC Security,CC 1|TG 10|SL 1,DMR,BM,Security
462.262500,467.26250,CFF689,Toronto,ON,Education York University,Keele Campus Parking Enforcement,Parking Enfr,151.4 PL,FM,RM,Law Talk
462.275000,467.27500,VAX236,Halton,ON,Milton,Halton Region Waste Management,HR WM,,FMN,RM,Public Works
462.337500,467.33750,CIK286,Hamilton,ON,Business Waterdown,Attridge Transportation,Attridge,118.8 PL,FM,RM,Transportation
462.362500,467.36250,VCL849,Toronto,ON,Business Couriers,DKR Courier Service,DKR Courier,123.0 PL,FM,RM,Business
462.387500,467.38750,XNH672,Toronto,ON,Business Couriers,United Messengers ,Untd Messgrs,123.0 PL,FM,RM,Business
462.450000,467.45000,VCO911,York,ON,Canadas Wonderland Vaughan,Ch 3  Resale and Admissions,Wonderland 3,173.8 PL,FM,RM,Business
462.487500,467.48750,VFR569,York,ON,Region Wide,York Region District School Board,YRDSB,225.7 PL,FM,RM,Schools
462.487500,0.00000,,York,ON,Business Newmarket,York District School Board,YDSB,94.8 PL,FMN,BM,Schools
462.500000,0.00000,,Hamilton,ON,FirstOntario Centre Operations,Dispatch,Dispatch,CC 8|TG 1|SL 1,DMR,BM,Business
462.500000,0.00000,,Toronto,ON,Business Etobicoke,Plant World,Plant World,612 DPL,FMN,BM,Business
462.500000,0.00000,Multiple,Toronto,ON,Education Ontario College of Art and Design,Security,OCAD Sec,,FM,BM,Security
462.537500,0.00000, ,Toronto,ON,  Fleetcom DMR,Site 001 500 Duplex, , ,DMR, ,TRS
462.637500,0.00000,,York,ON,DriveIn Theatre Sharon,Theatre Operations FRS Ch4,SDI Ops,67.0 PL,FMN,BM,Business
462.675000,0.00000,,Peel,ON,Mississauga,Community Centre Operations Ch2,Miss CC Ops2,743 DPL,FMN,BM,Public Works
462.737500,0.00000, ,Toronto,ON,  FleetConnect ,Site 012 Toronto, , ,DMR, ,TRS
462.812500,0.00000, ,Hamilton,ON,  National Communications Site Services DMR,Site 000 Area 0, , ,DMR, ,TRS
462.825000,467.82500,CIL791,York,ON,Business Vaughan,Vaughan Mills  Property Management,VgnMills P M,,FM,RM,Business
462.825000,0.00000,,Peel,ON,Retail Mississauga,Meadowvale Town Centre ,Meadwvale TC,261 DPL,FMN,BM,Business
462.825000,0.00000,,Toronto,ON,Business Downtown,Carlton Tower,CarltonTower,244 DPL,FM,BM,Security
462.825000,0.00000,,Toronto,ON,Business Etobicoke,Cloverdale Mall,Cloverdale,261 DPL,FM,BM,Security
462.825000,467.82500,CFF454,York,ON,Business Markham,Markville Shopping Centre  Security ,Markvlle S C,251 DPL,FM,RM,Security
462.825000,467.82500,VCM646,Toronto,ON,Attractions Etobicoke,Woodbine Race Track  Officials,Track Offcl,69.3 PL,FM,RM,Business
462.825000,0.00000,,Toronto,ON,Healthcare Scarborough Hospital  General and Grace sites ,Security,Grace Site,67.0 PL,FM,BM,Security
462.825000,467.82500,,Toronto,ON,Attractions Core,YongeDundas Square  Security ,YDS Sec,CC 8|TG 1|SL 1,DMR,RM,Security
462.887500,0.00000, ,Hamilton,ON,  ICOM Canada ,Site 009 Hamilton, , ,NXDN, ,TRS
462.987500,0.00000, ,Durham,ON,  FleetConnect ,Site 014 Blackstock, , ,DMR, ,TRS
463.012500,0.00000, ,Durham,ON,  FleetConnect ,Site 014 Blackstock, , ,DMR, ,TRS
463.062500,0.00000, ,Toronto,ON,  Exhibition Place,Site 001 Exhibition Place, , ,LTR, ,TRS
463.125000,0.00000, ,Hamilton,ON,  McMaster University,Site 001 MAC, , ,DMR, ,TRS
463.137500,0.00000, ,Toronto,ON,  Fleetcom DMR,Site 001 500 Duplex, , ,DMR, ,TRS
463.187500,0.00000, ,Toronto,ON,  Mobile Business Communications ,Site 001 CN Tower, , ,NXDN, ,TRS
463.237500,468.23750,VCS307,Peel,ON,Business Various,Freemont Landscaping,Freemont,118.8 PL,FMN,RM,Business
463.237500,0.00000,,Halton,ON,Business Milton,A Black Cab,A Black Cab,103.5 PL,FMN,BM,Transportation
463.287500,468.28750,VCW335,Hamilton,ON,Business Hamilton,ArcelorMittal Dofasco  Fire and EMS,DofascoFDEMS,151.4 PL,FM,RM,Multi-Dispatch
463.287500,468.28750,VCM540,Toronto,ON,Business Couriers,Golden Arrow Courier,GoldenArrow,146.2 PL,FM,RM,Business
463.312500,0.00000, ,Toronto,ON,  GOTRBO Network,Site 007 CN Tower, , ,DMR, ,TRS
463.325000,468.32500,VAX529,Hamilton,ON,Business Hamilton,The Centre on Barton  Security,CoB Security,CC 1|TG 1|SL 1,DMR,RM,Security
463.387500,0.00000, ,York,ON,  ICOM Canada ,Site 004 Ballantrae, , ,NXDN, ,TRS
463.412500,0.00000,VCX442,York,ON,Newmarket,Town Public Works Dept,NewmarketWks,229.1 PL,FM,BM,Public Works
463.487500,468.48750,VCW335,Hamilton,ON,Business Hamilton,ArcelorMittal Dofasco  Security,Dofasco-Scty,241.8 PL,FM,RM,Security
463.587500,468.58750,XNB78,Hamilton,ON,Business Hamilton,Yellow Cab Company,YellowCab,CSQ,FM,RM,Transportation
463.612500,0.00000, ,Toronto,ON,  Exhibition Place,Site 001 Exhibition Place, , ,LTR, ,TRS
463.637500,468.63750,CZD292,Toronto,ON,Business Construction,Metrix Ready Mix,MetrixRdyMix,CC 6|TG 100|SL 1,DMR,RM,Business
463.662500,0.00000, ,York,ON,  FleetConnect ,Site 013 King City, , ,DMR, ,TRS
463.737500,0.00000, ,Halton,ON,  Ford Motor Company Oakville ,Site 001 Oakville, , ,DMR, ,TRS
463.775000,468.76250,CHC211,Durham,ON,Business Clarington,Williams Communications,Williams,,FMN,RM,Business
463.787500,0.00000, ,Toronto,ON,  CF TorontoDominion Centre,Site 001 TD Centre, , ,DMR, ,TRS
463.812500,0.00000,,Toronto,ON,Business Downtown,Royal Bank Plaza  Security,RBP Sec,CC 12|TG 10|SL *,DMR,BM,Security
463.825000,0.00000, ,Toronto,ON,  College Park,Site 001 Toronto College Park, , ,LTR, ,TRS
463.850000,468.85000,CFF454,York,ON,Business Markham,Markville Shopping Centre  Property Management,Markvlle S C,251 DPL,FM,RM,Business
463.850000,0.00000,,Halton,ON,Business Oakville,5 Drive In Theatre,5 Drive In,371 DPL,FM,BM,Business
463.850000,468.85000,,Peel,ON,Business Various,TST Overland Express,TST Overland,CC 4|TG *|SL 1,DMR,RM,Business
463.850000,468.85000,CIE462,Toronto,ON,Business North York,Fairview Mall  Property Management,FairviewMall,412 DPL,FM,RM,Business
463.850000,468.85000,VCM646,Toronto,ON,Attractions Etobicoke,Woodbine Race Track  Guest Services,Guest Serv,662 DPL,FM,RM,Business
463.850000,0.00000,,Peel,ON,Business Construction,AECON,AECON,464 DPL,FMN,BM,Business
463.912500,0.00000, ,Toronto,ON,  Mobile Business Communications ,Site 001 CN Tower, , ,NXDN, ,TRS
463.962500,0.00000, ,Toronto,ON,  CF TorontoDominion Centre,Site 001 TD Centre, , ,DMR, ,TRS
463.962500,0.00000, ,Durham,ON,  OLGC  Ajax Downs Racetrack Slots,Site 001 Ajax Downs, , ,DMR, ,TRS
464.100000,0.00000,,Hamilton,ON,Flamboro Downs Slots Flamborough,Track Security,FDC Sec,315 DPL,FMN,BM,Security
464.137500,0.00000,,Peel,ON,Transportation Mississauga,All Star Taxi,AllStar Taxi,107.2 PL,FMN,BM,Transportation
464.262500,0.00000,,Halton,ON,Business Oakville,Home Depot  2555 Bristol Circle,Home Depot,065 DPL,FM,BM,Business
464.312500,0.00000,,Hamilton,ON,Flamboro Downs Slots Flamborough,Food Service,FDC FS,503 DPL,FMN,BM,Business
464.312500,0.00000,,Hamilton,ON,Business Hamilton,First Response Environmental,1st Response,,FM,BM,Business
464.337500,0.00000,,Hamilton,ON,Flamboro Downs Slots Flamborough,Valet,FDC Valet,115 DPL,FMN,BM,Business
464.537500,0.00000,,Hamilton,ON,Flamboro Downs Slots Flamborough,Customer Service,FDC CS,143 DPL,FMN,BM,Business
464.562500,0.00000,,Hamilton,ON,Federal Offices Hamilton,EC  Canadian Centre Inland Waters,Operations,,FM,BM,Federal
464.637500,0.00000,,Durham,ON,Ontario Shores Centre for Mental Health Sciences,Ontario Shores Centre for Mental Health Sciences  Paging,OSC PAG,,FMN,B,Hospital
464.637500,0.00000,,Durham,ON,Business Clarington,WalMart Canada,Wal-Mart,,FMN,M,Business
464.637500,0.00000,,Durham,ON,Attractions Oshawa Ski Club,BrimacombeOshawa Ski Club Ch 1,OshawaSki 1,526 DPL,FMN,BM,Business
464.637500,0.00000,,Durham,ON,Business Clarington,Shoppers Drug Mart  Longworth,Shoppers Drug,,FMN,M,Business
464.712500,0.00000,,Durham,ON,Lakeridge Health  Oshawa General Hospital,Lakeridge Health  Oshawa General,OGH,,FMN,B,Hospital
464.712500,0.00000,VDS853,Toronto,ON,Healthcare Trillium Health Centre  Queensway Ambulatory Centre,Security ,Trillium Qns,,FM,BM,Security
464.837500,0.00000, ,Toronto,ON,  University of Toronto,Site 001 55 Harbord Street, , ,DMR, ,TRS
464.912500,0.00000, ,Hamilton,ON,  National Communications Site Services DMR,Site 002 Area 2, , ,DMR, ,TRS
464.962500,0.00000, ,Peel,ON,  Erin Mills Town Center,Site 001 Erin Mills, , ,DMR, ,TRS
464.962500,0.00000,,Toronto,ON,Business Downtown,ShangriLa Hotel  Security,S-L Hotel Sec,CC 1|TG 10|SL 1,DMR,BM,Security
464.962500,0.00000, ,Peel,ON,  Honeywell Aerospace,Site 001 Mississauga, , ,DMR, ,TRS
464.962500,469.96250,,Durham,ON,Business Clarington,Covanta Durham York Renewable Energy,Covanta,CC 1|TG 1|SL *,DMR,RM,Business
465.925000,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,CTMP OpsSafety OldBackup,CTMP Ops/Safety,67.0 PL,FMN,BM,Business
465.925000,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,CTMP MedicalSecurity OldBackup,CTMP Med/Sec,143 DPL,FMN,BM,Business
465.962500,0.00000,,Toronto,ON,Attractions Core,YongeDundas Square  Security Simplex 1 ,YDS SIM 1,CC 8|TG 1|SL 1,DMR,BM,Security
465.962500,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Flying Lizard Motorsport,FlyingLizard,243 DPL,FMN,M,Business
467.012500,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Star Mazda Series Racing Ch 2,MAZDA CH 2,032 DPL,FMN,M,Business
467.587500,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Star Mazda Series Racing Ch 1,MAZDA CH 1,032 DPL,FMN,M,Business
467.962500,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Flying Lizard Motorsport,FlyingLizard,664 DPL,FMN,M,Business
468.150000,0.00000,,Durham,ON,Education Clarington,Harold Longworth Public School,Harold Longworth,116 DPL,FMN,M,Schools
468.500000,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,CBS Sports Feed,CBS Sports,141.3 PL,FMN,M,Media
468.537500,463.58750,CHC584,York,ON,Business Aurora,Diamond Landscaping ,Diamond,127.3 PL,FM,RM,Business
468.762500,457.58750,VEF988,Toronto,ON,Media Bell Media Queen Street Bureau,CP24  Wireless ,CP24Wireless,82.5 PL,FM,RM,Media
468.962500,0.00000,,Peel,ON,Business Construction,Daniels,Daniel's,025 DPL,FMN,BM,Business
469.262500,0.00000,,Hamilton,ON,Business Hamilton,Empire Jackson Square 6 Theatres,Empire JSq6,71.9 PL,FM,BM,Business
469.262500,0.00000,,Peel,ON,Retail Mississauga,Heartland Town Centre  Best Buy,BestBuy HTC,71.9 PL,FMN,BM,Business
469.262500,0.00000,,Durham,ON,Education Clarington,St Stephen Catholic Secondary School,St. Stephen,82.5 PL,FMN,M,Schools
469.262500,0.00000,,Peel,ON,Retail Mississauga,Erin Mills Town Plaza  HomeSense,HomeSense ,174 DPL,FMN,BM,Business
469.262500,0.00000,,Hamilton,ON,McMaster University, Reactor,Reactor,,FM,BM,Other
469.262500,0.00000,,Toronto,ON,Business Canada Computers,Green,CC Green,67.0 PL,FMN,M,Business
469.262500,0.00000,,Peel,ON,Retail Bramalea,Bramalea City Centre  Best Buy,BestBuy BCC,67.0 PL,FMN,BM,Business
469.262500,0.00000,,Durham,ON,Business Clarington,Cineplex Odeon,Cineplex,,FMN,M,Business
469.262500,0.00000,,Peel,ON,Mississauga,Gordon Graydon Memorial SS  Ch 2 MaintenanceCustodial,GGMSS2 Maint,411 DPL,FMN,BM,Schools
469.262500,0.00000,,Peel,ON,Brampton,Corporate Properties,Bram CP,,FMN,BM,Public Works
469.262500,0.00000,,Toronto,ON,Business Etobicoke,Home Depot  1983 Kipling Ave,HomeDepot,754 DPL,FM,BM,Business
469.262500,0.00000,,Peel,ON,Retail Mississauga,Costco  3180 Laird Road,Costco,664 DPL,FMN,BM,Business
469.262500,0.00000,,Halton,ON,Business Burlington,Homestead LandHoldings  Maintenance,HLH Maint,110.9 PL,FMN,M,Business
469.262500,0.00000,,Toronto,ON,Business Canada Computers,Blue,CC Blue,71.9 PL,FMN,M,Business
469.262500,0.00000,,Peel,ON,Retail Mississauga,Winston Argentia Centre  Bed Bath and Beyond,BB&B WAC,82.5 PL,FMN,BM,Business
469.292500,0.00000,,Peel,ON,Retail Mississauga,National Sports  2921 Eglinton AveWest,NatSports,026 DPL,FMN,BM,Business
469.675000,0.00000,CKU631,Halton,ON,Business Halton Hills,Toronto Premium Outlets,TPO,,DMR,BM,Business
469.712500,0.00000,,Durham,ON,Ajax,Town of Ajax,TwnAjax,,FMN,BM,Public Works
470.050000,491.80000,XLD202,Toronto,ON,Media Bell Media Queen Street Bureau,CP24  Wireless ,CP24Wireless,82.5 PL,FM,RM,Media
470.100000,492.52500,VEF871,Toronto,ON,Media Bell Media Queen Street Bureau,CP24  Wireless ,CP24Wireless,82.5 PL,FM,RM,Media
476.050000,497.80000,VEF998,Toronto,ON,Media Bell Media Queen Street Bureau,CP24  Wireless ,CP24Wireless,82.5 PL,FM,RM,Media
493.175000,0.00000,VEF871,Toronto,ON,Media Bell Media Queen Street Bureau,CP24  Wireless,CP24Wireless,82.5 PL,FM,BM,Media
769.631250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 South, , ,Project 25, ,TRS
769.881250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 South, , ,Project 25, ,TRS
769.931250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
770.131250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 South, , ,Project 25, ,TRS
770.181250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
770.206250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 North, , ,Project 25, ,TRS
770.318750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
770.343750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 South, , ,Project 25, ,TRS
770.381250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 East, , ,Project 25, ,TRS
770.431250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
770.456250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 North, , ,Project 25, ,TRS
770.506250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
770.531250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
770.556250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
770.581250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
770.606250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
770.631250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
770.656250,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
770.681250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
770.706250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 North, , ,Project 25, ,TRS
770.756250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
770.781250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
770.806250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
770.831250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
770.856250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
770.881250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
771.006250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
771.031250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
771.056250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
771.081250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
771.106250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
771.143750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
771.168750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 South, , ,Project 25, ,TRS
771.206250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 North, , ,Project 25, ,TRS
771.256250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
771.281250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
771.306250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
771.331250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
771.356250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
771.393750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
771.418750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 East, , ,Project 25, ,TRS
771.456250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 South, , ,Project 25, ,TRS
771.506250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
771.531250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
771.556250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
771.581250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
771.606250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
771.668750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 North, , ,Project 25, ,TRS
772.368750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
772.393750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
772.418750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
772.443750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 East, , ,Project 25, ,TRS
772.506250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 North, , ,Project 25, ,TRS
772.543750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
772.668750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
772.693750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
772.756250,0.00000, ,Durham,ON,  Durham NextGen,Site 010 South, , ,Project 25, ,TRS
772.793750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
772.831250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
772.881250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
772.943750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
773.143750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
773.168750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
773.268750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
773.293750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
773.318750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
773.331250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
773.393750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
773.418750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
773.518750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
773.543750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
773.581250,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 006 East, , ,Project 25, ,TRS
773.618750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 East, , ,Project 25, ,TRS
773.643750,0.00000, ,York,ON,  York Region ,Site 001 Site 1, , ,Project 25, ,TRS
773.768750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
773.793750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
773.818750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
773.843750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 North, , ,Project 25, ,TRS
773.868750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 East, , ,Project 25, ,TRS
774.018750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
774.043750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
774.068750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
774.118750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 East, , ,Project 25, ,TRS
774.268750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
774.293750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 008 West, , ,Project 25, ,TRS
774.318750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 007 North, , ,Project 25, ,TRS
774.318750,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 005 South, , ,Project 25, ,TRS
774.368750,0.00000, ,Durham,ON,  Durham NextGen,Site 010 East, , ,Project 25, ,TRS
851.025000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.075000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
851.100000,0.00000, ,Hamilton,ON,  US Steel Canada  Stelco ,Site 001 Site1, , ,DMR, ,TRS
851.125000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.150000,0.00000,,Peel,ON,Mississauga Fire Service,Talkaround,MFS TA 2,,FM,M,Fire-Tac
851.175000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
851.275000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.325000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.375000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.500000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
851.525000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
851.575000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.600000,0.00000, ,Hamilton,ON,  US Steel Canada  Stelco ,Site 001 Site1, , ,DMR, ,TRS
851.625000,0.00000,,Peel,ON,Mississauga Fire Service,Talkaround,MFS TA 4,,FM,M,Fire-Tac
